Subset	Type	Seqs	Sites	Infor	Invar	Model	Name
2647		14	627	203	273		part21915
2648		14	683	192	357		part22010
2649		14	782	278	317		part19991
2650		14	410	161	199		part21900
2651		14	623	212	313		part13961
2652		14	1693	459	949		part17425
2653		14	1188	221	827		part16078
2654		14	577	182	242		part13643
2655		14	652	251	270		part21987
2656		14	788	206	374		part21477
2657		14	631	87	463		part18491
2658		14	871	108	650		part15159
2659		14	1778	589	707		part21989
2660		14	576	56	471		part17895
2661		14	733	371	219		part13421
2662		14	615	174	216		part13962
2663		14	1204	468	512		part20657
2664		14	516	187	238		part21971
2665		14	1297	462	642		part21853
2666		14	656	169	364		part13286
2667		14	888	275	461		part14693
2668		14	374	136	189		part21845
2669		14	992	473	362		part21911
2670		14	926	348	458		part22018
2671		14	624	236	299		part21930
2672		14	760	227	382		part21940
2673		14	2112	709	1130		part17525
2674		14	499	171	280		part15764
2675		14	1957	679	1025		part15424
2676		14	674	285	298		part21864
2677		14	474	181	209		part21834
2678		14	1588	447	930		part21334
2679		14	1047	582	295		part21485
2680		14	681	297	243		part21857
2681		14	873	339	399		part13641
2682		14	1158	448	536		part21948
2683		14	704	311	300		part22014
2684		14	1057	445	414		part21481
2685		14	971	417	306		part21890
2686		14	752	462	169		part20450
2687		14	904	231	525		part21934
2688		14	948	415	344		part21996
2689		14	1106	562	365		part21305
2690		14	1722	576	737		part16516
2691		14	841	368	343		part21871
2692		14	908	558	252		part21946
2693		14	2176	809	1090		part17135
2694		14	802	309	395		part18117
2695		14	902	353	343		part21952
2696		14	588	206	262		part21903
2697		14	987	370	465		part21425
2698		14	1296	389	679		part21888
2699		14	575	227	256		part15315
2700		14	1109	514	429		part21865
2701		14	1349	528	588		part21503
2702		14	2079	763	1113		part14433
2703		14	760	266	375		part21339
2704		14	1134	424	572		part19690
2705		14	783	265	445		part22007
2706		14	2486	964	1200		part21843
2707		14	1387	206	1046		part18846
2708		14	522	150	280		part21874
2709		14	489	121	324		part20603
2710		14	1543	711	612		part16449
2711		14	1079	404	475		part21851
2712		14	2008	624	981		part21519
2713		14	975	302	510		part19609
2714		14	1540	560	722		part21958
2715		14	1476	387	818		part18857
2716		14	594	124	407		part14815
2717		14	664	215	347		part21669
2718		14	980	253	623		part18166
2719		14	769	309	329		part21489
2720		14	1227	375	631		part21415
2721		14	774	367	273		part21660
2722		14	663	144	349		part22020
2723		14	1220	407	661		part18042
2724		14	658	164	386		part15244
2725		14	634	276	235		part21957
2726		14	836	341	374		part18128
2727		14	1216	536	478		part18721
2728		14	630	253	265		part21139
2729		14	453	137	290		part22015
2730		14	513	205	234		part21835
2731		14	940	325	404		part21981
2732		14	692	199	412		part21962
2733		14	788	202	481		part19514
2734		14	420	145	228		part21943
2735		14	1564	442	871		part14326
2736		14	961	286	548		part21912
2737		14	568	231	239		part21967
2738		14	1103	524	363		part21868
2739		14	701	268	326		part21969
2740		14	1047	432	358		part21950
2741		14	928	392	323		part21931
2742		14	1178	369	623		part15816
2743		14	671	227	348		part21881
2744		14	1226	355	692		part18994
2745		14	1021	332	573		part16915
2746		14	1747	497	1032		part20713
2747		14	1391	546	621		part18025
2748		14	1248	404	684		part21436
2749		14	537	158	295		part21271
2750		14	1166	365	674		part19265
2751		14	1335	768	329		part21867
2752		14	910	375	362		part14404
2753		14	868	262	493		part18607
2754		14	989	280	594		part21050
2755		14	956	260	528		part21929
2756		14	741	261	363		part22019
2757		14	727	407	185		part21846
2758		14	1401	407	825		part18656
2759		14	1314	270	918		part21438
2760		14	1331	385	810		part13137
2761		14	463	128	307		part21878
2762		14	1631	404	1027		part16646
2763		14	1857	513	1007		part13457
2764		14	2216	574	1318		part14918
2765		14	2848	1068	1209		part21558
2766		14	3189	802	2040		part15284
2767		14	1712	390	1098		part15047
2768		14	623	181	355		part21070
2769		14	1138	508	366		part22044
2770		14	1777	531	949		part15020
2771		14	548	261	197		part20846
2772		14	1249	440	661		part21951
2773		14	1023	475	375		part22011
2774		14	806	264	419		part16804
2775		14	726	443	144		part15379
2776		14	456	167	201		part21850
2777		14	584	239	247		part21605
2778		14	1969	491	1272		part13297
2779		14	1644	806	568		part20863
2780		14	1316	646	471		part20008
2781		14	1583	703	643		part13744
2782		14	1021	260	666		part18870
2783		14	1841	684	897		part17453
2784		14	438	133	218		part21953
2785		14	1159	383	464		part22005
2786		14	671	330	195		part21859
2787		14	1255	401	649		part21528
2788		14	1681	386	1118		part21832
2789		14	760	246	368		part22034
2790		14	1765	493	1054		part14087
2791		14	822	216	470		part21082
2792		14	808	166	404		part21798
2793		14	1466	357	884		part15450
2794		14	2174	737	1029		part21230
2795		14	2387	847	1207		part14179
2796		14	1237	579	469		part21916
2797		14	527	140	314		part15803
2798		14	2332	1111	741		part15491
2799		14	1024	433	428		part18075
2800		14	658	183	398		part21992
2801		14	1166	433	569		part16560
2802		14	995	359	460		part21945
2803		14	900	349	438		part19645
2804		14	933	466	327		part21877
2805		14	1446	559	679		part17044
2806		14	496	198	195		part21625
2807		14	851	580	92		part21543
2808		14	508	201	241		part21977
2809		14	625	257	218		part21991
2810		14	1438	407	784		part20994
2811		14	1544	305	1066		part22021
2812		14	500	161	274		part20423
2813		14	1395	533	599		part21496
2814		14	755	221	420		part21140
2815		14	757	191	481		part21548
2816		14	820	367	312		part22023
2817		14	689	262	336		part21883
2818		14	542	202	260		part22016
2819		14	569	169	306		part21906
2820		14	347	143	152		part14046
2821		14	821	287	412		part19697
2822		14	863	344	312		part21936
2823		14	666	231	306		part21889
2824		14	773	270	414		part21837
2825		14	1211	379	644		part21343
2826		14	419	148	236		part21716
2827		14	543	218	232		part21472
2828		14	757	133	517		part21838
2829		14	967	335	525		part21067
2830		14	802	342	268		part21901
2831		14	970	357	440		part18905
2832		14	549	227	229		part19878
2833		14	1002	381	491		part17431
2834		14	2179	700	1197		part17735
2835		14	1193	423	606		part19649
2836		14	1484	603	669		part21512
2837		14	781	241	469		part14395
2838		14	1450	584	674		part21316
2839		14	1569	551	816		part21535
2840		14	1824	653	903		part17072
2841		14	755	195	480		part21937
2842		14	908	273	554		part12806
2843		14	840	258	450		part21955
2844		14	2518	752	1442		part21336
2845		14	1293	517	572		part17683
2846		14	567	222	257		part22000
2847		14	670	214	354		part22033
2848		14	3433	1032	1734		part14630
2849		14	2383	833	1187		part16120
2850		14	852	210	515		part22027
2851		14	623	282	252		part21896
2852		14	1001	356	501		part18975
2853		14	1970	658	977		part16151
2854		14	1143	556	409		part21982
2855		14	731	278	354		part21973
2856		14	1064	369	587		part22032
2857		14	1416	620	550		part21322
2858		14	1826	600	984		part16420
2859		14	2102	701	1029		part21869
2860		14	2016	711	987		part15587
2861		14	1376	422	785		part21314
2862		14	1483	318	983		part15889
2863		14	2073	1012	729		part21884
2864		14	873	423	289		part21886
2865		14	937	388	413		part13661
2866		14	1717	685	729		part21941
2867		14	1265	350	777		part15749
2868		14	1897	634	974		part16239
2869		14	2882	1122	1272		part15433
2870		14	710	280	326		part21319
2871		14	929	429	374		part21304
2872		14	902	235	561		part12825
2873		14	1420	447	775		part16485
2874		14	1071	210	787		part21961
2875		14	763	232	394		part22006
2876		14	805	333	270		part17883
2877		14	2111	775	939		part16019
2878		14	2310	583	1371		part15227
2879		14	1913	746	910		part16917
2880		14	1318	452	672		part18839
2881		14	882	359	368		part21949
2882		14	1414	628	569		part18409
2883		14	1870	776	853		part17449
2884		14	1433	595	674		part16733
2885		14	1782	584	942		part15716
2886		14	1355	393	811		part16115
2887		14	1455	532	688		part17945
2888		14	1856	442	1215		part15400
2889		14	1778	441	1095		part17382
2890		14	665	226	389		part14685
2891		14	995	275	620		part22004
2892		14	1072	561	248		part18550
2893		14	540	215	259		part14450
2894		14	690	210	394		part21862
2895		14	2663	838	1398		part16236
2896		14	2027	612	1099		part22042
2897		14	899	404	328		part21995
2898		14	1790	622	913		part16715
2899		14	2835	807	1645		part21551
2900		14	1950	653	1031		part15907
2901		14	2675	877	1082		part14976
2902		14	1952	738	920		part16703
2903		14	1726	588	882		part18436
2904		14	1319	504	584		part18103
2905		14	456	150	264		part22012
2906		14	757	224	425		part21921
2907		14	1420	588	668		part19129
2908		14	2087	653	1162		part21910
2909		14	1119	272	624		part19047
2910		14	715	307	294		part22017
2911		14	2085	545	1304		part16614
2912		14	864	321	315		part22036
2913		14	2904	931	1710		part15349
2914		14	1070	326	612		part18362
2915		14	507	195	236		part21904
2916		14	758	226	448		part21509
2917		14	597	194	307		part21804
2918		14	1345	334	837		part22040
2919		14	595	216	280		part22022
2920		14	2397	650	1362		part13036
2921		14	919	365	418		part18674
2922		14	1481	651	567		part15550
2923		14	1360	503	626		part20971
2924		14	1029	403	426		part21975
2925		14	3196	1133	1482		part15439
2926		14	576	268	204		part14898
2927		14	724	155	502		part12827
2928		14	1172	452	456		part20927
2929		14	779	272	365		part21985
2930		14	1356	259	873		part16840
2931		14	796	275	412		part21990
2932		14	1124	590	325		part21471
2933		14	1644	596	815		part14302
2934		14	560	267	204		part21465
2935		14	760	228	411		part21861
2936		14	978	214	689		part18149
2937		14	1154	474	443		part21848
2938		14	1605	569	853		part17535
2939		14	1102	258	746		part17775
2940		14	812	307	364		part21935
2941		14	957	402	436		part21310
2942		14	953	424	350		part14101
2943		14	382	140	171		part21873
2944		14	951	292	515		part21887
2945		14	1200	311	660		part20570
2946		14	844	305	424		part21917
2947		14	936	360	429		part18796
2948		14	1191	552	453		part13498
2949		14	784	231	396		part21908
2950		14	1039	363	555		part20374
2951		14	1076	569	243		part18602
2952		14	634	87	454		part20746
2953		14	1866	692	859		part21397
2954		14	3064	960	1707		part22045
2955		14	742	200	471		part21729
2956		14	2577	588	1600		part15468
2957		14	1075	288	631		part15234
2958		14	1268	543	524		part16286
2959		14	1240	507	557		part19328
2960		14	1310	539	556		part19013
2961		14	555	129	353		part21898
2962		14	981	351	478		part21974
2963		14	796	206	444		part15804
2964		14	1742	533	960		part21893
2965		14	1794	487	1021		part18817
2966		14	1336	493	682		part18328
2967		14	655	244	306		part21530
2968		14	996	381	398		part21866
2969		14	1145	588	358		part21847
2970		14	745	166	481		part21905
2971		14	1905	574	1070		part15517
2972		14	1229	603	400		part21870
2973		14	651	256	294		part21947
2974		14	687	320	245		part15133
2975		14	1061	327	601		part21932
2976		14	730	260	236		part18126
2977		14	1748	684	815		part18148
2978		14	792	399	238		part21894
2979		14	477	90	282		part21556
2980		14	726	306	289		part21856
2981		14	519	149	280		part21849
2982		14	725	272	313		part21976
2983		14	417	79	281		part21453
2984		14	878	249	514		part20078
2985		14	670	330	261		part21387
2986		14	2237	844	1178		part16619
2987		14	715	272	328		part21978
2988		14	923	408	373		part19911
2989		14	2622	669	1699		part22048
2990		14	452	206	177		part19033
2991		14	620	307	208		part21578
2992		14	915	260	473		part21836
2993		14	761	389	241		part21618
2994		14	1045	626	329		part15653
2995		14	791	266	351		part20284
2996		14	408	187	156		part22035
2997		14	610	217	322		part21944
2998		14	812	257	448		part21478
2999		14	903	408	373		part21988
3000		14	980	347	318		part14251
3001		14	1308	390	772		part21321
3002		14	748	161	516		part21986
3003		14	557	118	371		part21375
3004		14	840	454	190		part21449
3005		14	1102	456	353		part13602
3006		14	1037	376	474		part17893
3007		14	1204	336	733		part16203
3008		14	1247	334	764		part12930
3009		14	1101	424	469		part21075
3010		14	653	201	330		part22013
3011		14	991	622	289		part14191
3012		14	821	325	360		part21385
3013		14	471	142	244		part21531
3014		14	717	349	242		part21939
3015		14	887	269	464		part21924
3016		14	739	290	293		part13469
3017		14	1331	526	664		part13792
3018		14	540	221	231		part21925
3019		14	986	263	562		part15970
3020		14	1359	414	605		part18310
3021		13	1053	222	676		part20302
3022		13	1354	253	907		part15819
3023		13	1161	456	456		part22209
3024		13	680	148	440		part16493
3025		13	1177	248	625		part17281
3026		13	2217	361	1527		part14534
3027		13	1551	264	903		part15880
3028		13	976	407	308		part22173
3029		13	1288	336	609		part13006
3030		13	1449	177	1131		part13783
3031		13	874	288	260		part21601
3032		13	1250	384	562		part22103
3033		13	1105	164	768		part15918
3034		13	2632	347	1982		part14789
3035		13	439	74	250		part15787
3036		13	604	264	128		part22070
3037		13	600	24	478		part16040
3038		13	756	224	357		part22108
3039		13	486	152	272		part20819
3040		13	611	101	405		part13921
3041		13	1837	325	1169		part14634
3042		13	727	112	499		part22136
3043		13	612	119	397		part21743
3044		13	485	52	322		part17273
3045		13	1943	712	738		part15842
3046		13	762	208	361		part22095
3047		13	688	237	281		part22087
3048		13	1012	149	689		part16513
3049		13	525	133	287		part16590
3050		13	1452	544	639		part14569
3051		13	1157	156	867		part15763
3052		13	554	143	305		part15769
3053		13	1457	395	767		part16180
3054		13	912	162	631		part16898
3055		13	756	198	376		part13061
3056		13	969	395	390		part22090
3057		13	509	216	187		part22174
3058		13	850	371	352		part13678
3059		13	1292	231	815		part16433
3060		13	1038	214	644		part14144
3061		13	967	164	638		part15100
3062		13	1029	260	598		part18251
3063		13	716	41	619		part19358
3064		13	969	86	736		part15382
3065		13	921	411	390		part15180
3066		13	568	213	269		part14258
3067		13	926	285	504		part18694
3068		13	2129	710	934		part13662
3069		13	1101	332	574		part17254
3070		13	738	390	216		part22169
3071		13	1487	535	732		part22156
3072		13	1043	428	471		part22213
3073		13	911	317	434		part21785
3074		13	1570	617	567		part19533
3075		13	433	208	170		part21801
3076		13	974	477	294		part22143
3077		13	1120	505	408		part21979
3078		13	569	200	318		part22175
3079		13	759	296	387		part21645
3080		13	736	270	365		part22158
3081		13	747	328	284		part20359
3082		13	501	132	303		part15499
3083		13	645	266	276		part22073
3084		13	852	391	326		part22205
3085		13	791	464	189		part14742
3086		13	1151	454	514		part19600
3087		13	799	260	416		part13340
3088		13	777	100	614		part20166
3089		13	876	342	362		part22144
3090		13	561	205	270		part22132
3091		13	604	241	259		part22208
3092		13	1712	604	837		part19023
3093		13	1118	467	465		part22180
3094		13	942	237	596		part21058
3095		13	2094	692	1049		part16808
3096		13	3791	1095	2211		part21615
3097		13	1233	401	669		part21738
3098		13	1118	383	546		part18036
3099		13	1810	608	899		part21806
3100		13	2003	710	923		part18516
3101		13	1278	462	633		part18088
3102		13	1310	242	907		part21563
3103		13	867	383	256		part21793
3104		13	3325	1778	894		part22224
3105		13	1484	579	676		part22155
3106		13	1473	463	787		part21115
3107		13	1124	606	287		part21770
3108		13	5386	1697	2834		part15340
3109		13	1216	350	701		part21632
3110		13	1060	230	691		part20395
3111		13	757	169	448		part17272
3112		13	615	170	332		part22121
3113		13	705	300	294		part22117
3114		13	611	147	341		part18351
3115		13	1170	419	546		part22114
3116		13	785	302	365		part14627
3117		13	487	331	88		part21635
3118		13	740	168	469		part21677
3119		13	744	167	501		part19674
3120		13	644	177	397		part20752
3121		13	1427	514	697		part13621
3122		13	793	442	136		part20759
3123		13	1289	466	619		part17155
3124		13	998	277	645		part20709
3125		13	1032	330	545		part21585
3126		13	1162	388	562		part22160
3127		13	701	220	391		part16041
3128		13	1042	523	317		part22125
3129		13	1285	543	515		part22219
3130		13	1206	359	736		part17445
3131		13	4287	949	2804		part15313
3132		13	483	204	179		part22193
3133		13	1863	592	901		part13800
3134		13	778	328	330		part21670
3135		13	985	336	463		part13772
3136		13	1275	401	699		part17749
3137		13	967	460	249		part21673
3138		13	1183	185	856		part21038
3139		13	570	258	214		part22218
3140		13	1453	428	836		part22082
3141		13	3898	1111	2232		part15817
3142		13	918	314	522		part20732
3143		13	3915	1273	2130		part22252
3144		13	1158	455	485		part19143
3145		13	777	242	427		part21323
3146		13	1934	638	1031		part22081
3147		13	493	133	277		part22220
3148		13	2824	1177	1147		part18915
3149		13	1257	721	239		part20485
3150		13	640	287	234		part22207
3151		13	977	369	385		part19837
3152		13	948	456	326		part22216
3153		13	952	278	473		part15325
3154		13	1524	546	777		part14844
3155		13	1058	325	562		part22154
3156		13	1092	430	446		part17252
3157		13	732	211	409		part22124
3158		13	557	275	196		part22096
3159		13	645	280	218		part20666
3160		13	545	141	324		part21560
3161		13	1384	574	547		part18133
3162		13	530	218	207		part22091
3163		13	1372	677	435		part21662
3164		13	1911	704	900		part17832
3165		13	2070	589	1236		part16861
3166		13	724	275	336		part21043
3167		13	772	346	275		part22140
3168		13	1271	450	661		part13944
3169		13	815	401	289		part13549
3170		13	2043	934	762		part16329
3171		13	695	322	262		part22077
3172		13	663	168	366		part16589
3173		13	1317	540	450		part16366
3174		13	1191	472	547		part13569
3175		13	510	244	177		part21661
3176		13	499	178	252		part14033
3177		13	2325	723	1248		part14776
3178		13	1122	554	388		part21608
3179		13	472	167	236		part21968
3180		13	1040	340	524		part22225
3181		13	624	233	259		part22123
3182		13	1148	302	529		part21650
3183		13	549	192	302		part22167
3184		13	1643	547	834		part21697
3185		13	553	151	328		part22163
3186		13	1696	520	835		part19894
3187		13	652	210	310		part22150
3188		13	1152	356	623		part22176
3189		13	1093	404	510		part22171
3190		13	983	433	365		part21742
3191		13	993	423	401		part22210
3192		13	1593	412	959		part19755
3193		13	598	180	356		part22142
3194		13	2515	737	1472		part14969
3195		13	995	291	515		part19010
3196		13	949	289	532		part21666
3197		13	658	225	342		part22161
3198		13	954	379	442		part21647
3199		13	1518	387	933		part19856
3200		13	954	319	467		part22187
3201		13	920	378	421		part15173
3202		13	738	350	178		part21526
3203		13	555	258	211		part18758
3204		13	3601	1107	1987		part18477
3205		13	4721	2214	1840		part22247
3206		13	1425	352	845		part12929
3207		13	1117	301	657		part20895
3208		13	1896	561	1031		part22164
3209		13	821	295	394		part21783
3210		13	901	433	327		part21696
3211		13	533	201	254		part22226
3212		13	864	280	418		part21646
3213		13	578	201	254		part22231
3214		13	655	271	256		part21003
3215		13	1003	294	528		part22198
3216		13	1665	238	1243		part19442
3217		13	2165	819	882		part21933
3218		13	828	161	589		part14039
3219		13	1785	580	947		part21732
3220		13	1431	791	399		part13622
3221		13	1503	460	851		part16876
3222		13	1858	697	896		part17632
3223		13	1500	577	701		part18111
3224		13	1290	384	791		part13252
3225		13	622	257	269		part22241
3226		13	1518	692	530		part22264
3227		13	4466	1822	1846		part19235
3228		13	1910	598	1027		part16446
3229		13	665	266	281		part22166
3230		13	1983	589	1170		part21807
3231		13	1251	416	607		part17049
3232		13	3255	1084	1706		part13348
3233		13	883	255	409		part22152
3234		13	1605	622	766		part22260
3235		13	2463	1036	1039		part22197
3236		13	1308	414	748		part22242
3237		13	2000	664	960		part22255
3238		13	1039	351	559		part21588
3239		13	827	325	358		part22214
3240		13	1112	156	774		part18034
3241		13	692	273	281		part21598
3242		13	1961	826	825		part22217
3243		13	1964	577	1125		part16162
3244		13	1146	340	613		part21789
3245		13	2293	607	1424		part21045
3246		13	1320	368	770		part22249
3247		13	1345	516	541		part22254
3248		13	692	260	302		part21609
3249		13	1268	492	609		part16320
3250		13	806	193	460		part22145
3251		13	1352	590	512		part16884
3252		13	1615	326	1102		part15766
3253		13	1198	359	643		part17005
3254		13	1012	367	478		part22128
3255		13	1056	294	582		part18504
3256		13	1254	465	582		part18395
3257		13	1119	253	761		part16531
3258		13	1920	516	1171		part14210
3259		13	486	198	206		part22076
3260		13	1722	773	673		part15543
3261		13	1127	470	471		part14374
3262		13	1620	432	1001		part18124
3263		13	1689	543	856		part15053
3264		13	2150	793	943		part14811
3265		13	1279	421	706		part16598
3266		13	1990	637	1087		part15530
3267		13	2020	697	1001		part13659
3268		13	730	368	237		part21713
3269		13	1018	381	464		part22239
3270		13	1287	319	814		part16984
3271		13	2596	1082	1028		part15945
3272		13	997	330	513		part22253
3273		13	695	286	303		part22211
3274		13	1603	431	988		part17422
3275		13	2453	757	1430		part15596
3276		13	1637	595	838		part17660
3277		13	1198	393	654		part17928
3278		13	1288	625	410		part18784
3279		13	2071	805	984		part13902
3280		13	1656	381	998		part18305
3281		13	1241	422	537		part14459
3282		13	1142	432	536		part16788
3283		13	1727	775	622		part21324
3284		13	856	364	365		part22248
3285		13	1314	489	621		part17189
3286		13	717	246	391		part21802
3287		13	2389	877	1242		part15977
3288		13	1520	511	801		part22245
3289		13	899	359	389		part21529
3290		13	923	213	585		part18259
3291		13	991	409	428		part18442
3292		13	1343	452	671		part14567
3293		13	2331	787	1302		part15222
3294		13	954	339	481		part12986
3295		13	1477	320	1006		part19120
3296		13	965	260	570		part18348
3297		13	1646	721	672		part16022
3298		13	1793	535	1048		part21672
3299		13	2009	640	1123		part21564
3300		13	1316	522	521		part21749
3301		13	2939	997	1500		part22183
3302		13	728	242	367		part21627
3303		13	1354	574	570		part16973
3304		13	2947	950	1540		part22151
3305		13	1701	535	981		part22243
3306		13	814	326	332		part22119
3307		13	713	82	520		part21638
3308		13	1980	501	1193		part14763
3309		13	1157	238	778		part22236
3310		13	2044	654	1073		part15584
3311		13	1490	496	807		part21614
3312		13	1148	656	336		part14800
3313		13	1364	354	817		part16753
3314		13	1082	468	403		part21077
3315		13	1030	490	359		part22172
3316		13	1023	269	626		part16805
3317		13	935	407	346		part22250
3318		13	3566	1009	2101		part16896
3319		13	2433	724	1403		part20673
3320		13	1051	212	677		part22246
3321		13	741	272	404		part16518
3322		13	1094	356	608		part17830
3323		13	1362	515	648		part18102
3324		13	2061	595	1300		part15297
3325		13	1368	447	754		part17635
3326		13	2169	747	1091		part21820
3327		13	1734	443	1049		part20347
3328		13	888	266	465		part22105
3329		13	693	205	400		part22203
3330		13	706	265	329		part22129
3331		13	1085	385	555		part20543
3332		13	1023	501	332		part22104
3333		13	982	453	305		part22170
3334		13	740	241	399		part22092
3335		13	680	357	188		part22179
3336		13	2669	910	1244		part17319
3337		13	1064	328	606		part20420
3338		13	3064	949	1649		part21643
3339		13	646	289	260		part13057
3340		13	789	275	373		part17724
3341		13	1245	442	578		part21628
3342		13	1467	647	581		part19992
3343		13	1491	423	900		part17890
3344		13	769	311	309		part22199
3345		13	1290	492	524		part16851
3346		13	1097	527	360		part16328
3347		13	657	130	444		part20056
3348		13	1722	692	796		part16137
3349		13	709	150	469		part16625
3350		13	749	280	345		part19281
3351		13	1438	633	525		part22088
3352		13	4452	1522	2290		part20349
3353		13	1238	553	447		part22106
3354		13	725	222	454		part22192
3355		13	623	263	240		part19990
3356		13	2291	634	1190		part21808
3357		13	1634	364	823		part17055
3358		13	1344	482	646		part16016
3359		13	612	244	281		part22126
3360		13	2005	463	1251		part14705
3361		13	1524	284	1065		part18530
3362		13	1175	540	440		part16406
3363		13	1141	380	557		part19091
3364		13	1158	433	587		part17384
3365		13	1096	291	704		part17654
3366		13	1099	468	367		part22131
3367		13	918	285	499		part17685
3368		13	1296	422	718		part17711
3369		13	939	417	375		part21590
3370		13	1794	679	800		part17219
3371		13	715	218	411		part13208
3372		13	912	349	413		part22222
3373		13	761	208	385		part22185
3374		13	3105	1022	1689		part15631
3375		13	626	228	326		part22111
3376		13	748	247	395		part22120
3377		13	811	383	280		part22196
3378		13	3432	1087	1783		part13484
3379		13	1216	527	539		part19062
3380		13	605	253	254		part22113
3381		13	943	433	334		part13651
3382		13	1172	351	695		part16498
3383		13	566	166	335		part21423
3384		13	2584	518	1734		part17322
3385		13	906	409	332		part22071
3386		13	1684	409	964		part16975
3387		13	548	144	326		part22157
3388		13	519	236	194		part22228
3389		13	523	203	229		part22186
3390		13	3761	1242	2040		part22133
3391		13	1796	417	1140		part19173
3392		13	682	233	346		part22230
3393		13	2603	885	1300		part21799
3394		13	843	427	239		part22024
3395		13	563	234	170		part21763
3396		13	1272	453	618		part21703
3397		13	2064	954	748		part14824
3398		13	553	190	270		part22102
3399		13	1112	219	764		part20147
3400		13	511	185	256		part22149
3401		13	724	275	350		part17494
3402		13	1150	739	209		part20511
3403		13	1145	306	664		part21751
3404		13	1423	427	645		part20923
3405		13	595	147	390		part21842
3406		13	1686	658	697		part15397
3407		13	1331	411	696		part17555
3408		13	1133	424	526		part21071
3409		13	349	69	249		part22251
3410		13	746	161	459		part21800
3411		13	607	268	193		part21687
3412		13	1660	646	782		part21592
3413		13	1251	533	534		part19545
3414		13	1316	448	675		part16739
3415		13	1181	441	608		part17816
3416		13	1034	534	296		part22244
3417		13	1307	507	549		part22112
3418		13	1239	314	786		part21811
3419		13	1056	442	438		part22237
3420		13	987	373	390		part19833
3421		13	769	297	317		part14715
3422		13	1027	222	679		part13335
3423		13	708	257	328		part22159
3424		13	2027	704	792		part18005
3425		13	771	441	234		part20516
3426		13	1430	462	787		part20384
3427		13	1874	641	923		part19578
3428		13	1189	414	570		part21679
3429		13	1725	784	650		part16140
3430		13	1331	534	563		part18368
3431		13	525	227	212		part22212
3432		13	785	394	234		part22221
3433		13	1296	361	745		part20135
3434		13	675	229	301		part22238
3435		13	1427	464	758		part20162
3436		13	464	181	200		part22116
3437		13	445	97	285		part22148
3438		13	527	238	195		part22194
3439		13	448	185	203		part22223
3440		13	517	195	234		part22139
3441		13	1572	393	924		part14854
3442		13	817	209	435		part16803
3443		13	1431	589	658		part14323
3444		13	3475	1224	1849		part22256
3445		13	811	244	444		part22227
3446		12	1477	495	758		part18299
3447		12	886	150	443		part20982
3448		12	1055	165	769		part14704
3449		12	1193	121	974		part13788
3450		12	901	189	625		part15697
3451		12	1938	269	1183		part13202
3452		12	685	164	308		part22115
3453		12	505	68	330		part16112
3454		12	1215	264	835		part13282
3455		12	1065	262	576		part21201
3456		12	1800	266	1346		part14476
3457		12	667	222	287		part22285
3458		12	410	62	293		part22358
3459		12	1102	469	405		part22269
3460		12	832	164	522		part22302
3461		12	614	172	259		part22308
3462		12	664	157	424		part13644
3463		12	1157	181	810		part17733
3464		12	759	261	269		part21648
3465		12	975	203	639		part20000
3466		12	1171	126	929		part16583
3467		12	474	149	220		part22324
3468		12	721	158	398		part13844
3469		12	670	218	297		part12962
3470		12	1575	668	530		part13843
3471		12	1057	238	594		part14760
3472		12	503	65	352		part22328
3473		12	674	35	580		part15799
3474		12	560	168	271		part22281
3475		12	657	109	447		part15273
3476		12	1298	66	1092		part16983
3477		12	1010	46	844		part15943
3478		12	806	229	378		part15865
3479		12	650	26	573		part14193
3480		12	500	237	159		part13735
3481		12	1280	160	974		part18280
3482		12	1166	132	892		part15240
3483		12	1738	218	707		part14762
3484		12	563	43	321		part17285
3485		12	649	120	419		part15367
3486		12	598	211	245		part21879
3487		12	1517	80	1120		part15708
3488		12	1440	425	705		part15952
3489		12	956	366	358		part13655
3490		12	683	62	558		part17806
3491		12	835	117	557		part17514
3492		12	798	284	272		part19039
3493		12	1403	139	1120		part19175
3494		12	559	53	460		part16439
3495		12	1016	233	625		part18676
3496		12	851	248	450		part16864
3497		12	1127	68	909		part13095
3498		12	588	250	136		part18090
3499		12	728	66	591		part18960
3500		12	968	130	555		part16643
3501		12	1410	220	991		part15238
3502		12	1428	122	1097		part16883
3503		12	1160	207	757		part18012
3504		12	1474	280	940		part17008
3505		12	1251	348	679		part21090
3506		12	754	49	564		part14956
3507		12	1046	178	613		part17495
3508		12	353	73	224		part22338
3509		12	807	44	644		part15052
3510		12	549	100	387		part15878
3511		12	764	138	511		part14905
3512		12	892	64	659		part18332
3513		12	1243	241	816		part17373
3514		12	501	153	230		part22294
3515		12	1155	289	628		part22321
3516		12	837	301	338		part14908
3517		12	1107	31	984		part17434
3518		12	896	204	506		part14340
3519		12	1064	282	571		part19471
3520		12	619	32	535		part17179
3521		12	633	229	244		part21844
3522		12	789	148	510		part18247
3523		12	592	39	464		part16346
3524		12	700	207	337		part12961
3525		12	829	103	651		part22345
3526		12	1102	82	711		part16502
3527		12	693	90	474		part13845
3528		12	868	162	541		part15783
3529		12	1165	262	741		part14014
3530		12	725	191	359		part15131
3531		12	1404	226	912		part17018
3532		12	1347	68	1128		part16740
3533		12	903	302	403		part22267
3534		12	958	254	461		part21914
3535		12	1111	152	873		part17215
3536		12	946	224	421		part19425
3537		12	1459	83	1231		part13035
